Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,44.57400131225586,44.650001525878906,42.652000427246094,43.86199951171875,43.86199951171875,23822000
2015-01-05,42.90999984741211,43.29999923706055,41.43199920654297,42.018001556396484,42.018001556396484,26842500
2015-01-06,42.012001037597656,42.84000015258789,40.84199905395508,42.25600051879883,42.25600051879883,31309500
2015-01-07,42.66999816894531,42.95600128173828,41.95600128173828,42.189998626708984,42.189998626708984,14842000
2015-01-08,42.5620002746582,42.7599983215332,42.00199890136719,42.124000549316406,42.124000549316406,17212500
2015-01-09,41.784000396728516,41.99599838256836,40.992000579833984,41.332000732421875,41.332000732421875,23341500
2015-01-12,40.61000061035156,40.89400100708008,39.849998474121094,40.44200134277344,40.44200134277344,29751500
2015-01-13,40.66400146484375,41.52199935913086,40.18199920654297,40.849998474121094,40.849998474121094,22386500
2015-01-14,37.16600036621094,39.040000915527344,37.0,38.53799819946289,38.53799819946289,57759500
2015-01-15,38.89799880981445,39.150001525878906,38.0,38.374000549316406,38.374000549316406,26082500
2015-01-16,38.13999938964844,38.89799880981445,37.93000030517578,38.61399841308594,38.61399841308594,18016000
2015-01-20,38.77399826049805,38.82400131225586,37.40800094604492,38.38600158691406,38.38600158691406,22516000
2015-01-21,37.90999984741211,39.736000061035156,37.902000427246094,39.31399917602539,39.31399917602539,20765000
2015-01-22,39.400001525878906,40.64799880981445,39.040000915527344,40.32400131225586,40.32400131225586,20584500
2015-01-23,40.05799865722656,40.70000076293945,39.66600036621094,40.257999420166016,40.257999420166016,17193000
2015-01-26,40.36600112915039,41.7239990234375,40.209999084472656,41.310001373291016,41.310001373291016,16172500
2015-01-27,40.88399887084961,41.60599899291992,40.65999984741211,41.19599914550781,41.19599914550781,13905000
2015-01-28,41.22200012207031,41.27399826049805,39.683998107910156,39.874000549316406,39.874000549316406,15748000
2015-01-29,40.2140007019043,41.19599914550781,39.29999923706055,41.040000915527344,41.040000915527344,17740500
2015-01-30,40.79199981689453,41.49399948120117,40.599998474121094,40.720001220703125,40.720001220703125,15035000
2015-02-02,40.79399871826172,42.38999938964844,40.65999984741211,42.1879997253418,42.1879997253418,20746000
2015-02-03,42.64400100708008,44.07400131225586,42.25400161743164,43.672000885009766,43.672000885009766,24131000
2015-02-04,43.65800094604492,44.29600143432617,43.36000061035156,43.709999084472656,43.709999084472656,16527000
2015-02-05,43.97600173950195,45.09600067138672,43.928001403808594,44.198001861572266,44.198001861572266,17614500
2015-02-06,44.400001525878906,44.68000030517578,43.29999923706055,43.47200012207031,43.47200012207031,16219500
2015-02-09,43.07600021362305,43.58599853515625,42.39799880981445,43.49599838256836,43.49599838256836,17362000
2015-02-10,43.5099983215332,44.099998474121094,43.0,43.257999420166016,43.257999420166016,26952500
2015-02-11,42.44200134277344,42.948001861572266,41.45600128173828,42.560001373291016,42.560001373291016,48845500
2015-02-12,38.7140007019043,40.61800003051758,38.65599822998047,40.57600021362305,40.57600021362305,78248000
2015-02-13,40.58000183105469,41.198001861572266,40.18199920654297,40.75400161743164,40.75400161743164,30955000
2015-02-17,41.13999938964844,41.13999938964844,40.29999923706055,40.869998931884766,40.869998931884766,19898000
2015-02-18,40.83399963378906,41.23400115966797,40.52000045776367,40.891998291015625,40.891998291015625,13568000
2015-02-19,41.0,42.487998962402344,40.75,42.34199905395508,42.34199905395508,25770500
2015-02-20,42.15599822998047,43.52000045776367,41.96200180053711,43.422000885009766,43.422000885009766,29910500
2015-02-23,43.13199996948242,43.63999938964844,41.26599884033203,41.46799850463867,41.46799850463867,42499000
2015-02-24,41.45800018310547,41.45800018310547,40.34000015258789,40.821998596191406,40.821998596191406,33018000
2015-02-25,40.987998962402344,41.428001403808594,40.51599884033203,40.75199890136719,40.75199890136719,19547500
2015-02-26,40.79999923706055,42.21799850463867,40.444000244140625,41.4379997253418,41.4379997253418,32364500
2015-02-27,41.380001068115234,41.709999084472656,40.560001373291016,40.667999267578125,40.667999267578125,19410500
2015-03-02,40.540000915527344,40.667999267578125,39.16600036621094,39.465999603271484,39.465999603271484,39610500
2015-03-03,39.36199951171875,40.04800033569336,39.06399917602539,39.9119987487793,39.9119987487793,22161500
2015-03-04,39.849998474121094,40.50400161743164,39.44200134277344,40.487998962402344,40.487998962402344,21110000
2015-03-05,40.56999969482422,41.237998962402344,40.029998779296875,40.125999450683594,40.125999450683594,24385000
2015-03-06,39.84199905395508,40.150001525878906,38.43000030517578,38.7760009765625,38.7760009765625,33562000
2015-03-09,38.87799835205078,38.89799880981445,37.650001525878906,38.17599868774414,38.17599868774414,33683500
2015-03-10,37.69200134277344,38.70000076293945,37.52000045776367,38.06399917602539,38.06399917602539,27898500
2015-03-11,38.22999954223633,39.236000061035156,38.20199966430664,38.74800109863281,38.74800109863281,24874500
2015-03-12,38.75,38.88999938964844,37.95000076293945,38.2140007019043,38.2140007019043,20746500
2015-03-13,37.790000915527344,38.349998474121094,37.4640007019043,37.736000061035156,37.736000061035156,27171500
2015-03-16,38.400001525878906,39.18199920654297,37.959999084472656,39.13999938964844,39.13999938964844,28144000
2015-03-17,39.08599853515625,39.742000579833984,38.78799819946289,38.94599914550781,38.94599914550781,24470500
2015-03-18,38.992000579833984,40.17599868774414,38.62200164794922,40.141998291015625,40.141998291015625,24104500
2015-03-19,40.400001525878906,40.917999267578125,38.90599822998047,39.130001068115234,39.130001068115234,42376000
2015-03-20,39.4900016784668,39.79800033569336,39.124000549316406,39.61600112915039,39.61600112915039,21347500
2015-03-23,39.70000076293945,40.099998474121094,39.49399948120117,39.92599868774414,39.92599868774414,13158000
